gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
entailment,환자는 발표 당일에 급성 호흡곤란으로 깨어났습니다.,환자는 호흡곤란을 겪고 있습니다.,,
contradiction,환자는 발표 당일 급성 호흡곤란으로 깨어났습니다.,환자는 호흡곤란을 부인합니다.,,
neutral,환자는 발표 당일에 급성 호흡 곤란으로 깨어났습니다.,환자에게 폐색전증이 있습니다.,,
entailment,환자는 반응성 기도 질환을 앓고 있다고 보고하였습니다.,환자는 만성폐쇄성폐질환(COPD)과/또는 천식을 앓고 있습니다.,,
contradiction,환자는 반응성 기도 질환을 가지고 있다고 보고하였습니다.,환자의 폐 기능은 정상입니다.,,
neutral,환자는 반응성 기도 질환을 가지고 있다고 보고하였습니다.,환자는 흡입기를 사용합니다.,,
entailment,과거에 클라미디아 감염력의 과거력이 보고되었습니다.,환자는 이전에 감염을 앓았습니다.,,
contradiction,과거에 클라미디아 감염력이 있었음을 보고하였습니다.,환자에게는 과거의 병력이 없습니다.,,
neutral,과거에 클라미디아 감염력이 있었음을 보고하였다.,환자는 어떠한 증상도 보이지 않습니다.,,
entailment,"이번 입원 시 처음으로 응급실에 방문했을 때, 그의 생체 신호는 다음과 같았습니다: 체온 100.1, 심박수 133, 혈압 118/77, 호흡수 14, 공기 중 산소 포화도 96%.",환자는 빈맥을 가지고 있습니다.,,
contradiction,"이번 입원 시 초기 응급실 도착 시 그의 생체 신호는 다음과 같았습니다: 체온 100.1, 심박수 133, 혈압 118/77, 호흡수 14, RA 상태에서의 산소포화도 96%.",환자의 생명체징은 정상입니다.,,
neutral,"이번 입원 시 초기 응급실 방문 시, 그의 생체 신호는 다음과 같았습니다: 체온 100.1, 심박수 133, 혈압 118/77, 호흡수 14, 룸 에어 상태에서의 산소포화도 96%.",환자가 통증을 느끼고 있습니다.,,
entailment,가장 최근에 퇴원한 환자는 [**Hospital1 5908**] 재활 병원으로 이송되었습니다.,환자는 지속적인 치료가 필요합니다.,,
contradiction,가장 최근에 퇴원한 환자는 [**Hospital1 5908**] 재활센터로 이송되었습니다.,환자는 추가적인 후속 치료가 필요하지 않습니다.,,
neutral,가장 최근에 퇴원한 환자는 [**Hospital1 5908**] 재활센터로 옮겨졌수다.,근골격계 손상력,,
entailment,[**6-11**]의 카테터화를 통해 확인된 중등도의 미트랄판막 역류증 4+와 1+의 대동맥판막 불완전 폐쇄증이 나타났수다.,환자는 심부전증을 앓고 있수다.,,
contradiction,[**6-11**]의 카테터화를 통해 확인된 중등도의 미트랄판막 역류증 4+와 1+의 대동맥판막 불완전 폐쇄증이 나타났수다.,환자 심장은 정상이우다.,,
neutral,[**6-11**]의 카테터화를 통해 확인된 중등도의 카테터화는 4+의 미트랄 판막 역류와 1+의 대동맥판막 불완전 폐쇄를 보여줍데다.,환자는 활동헐 때 숨쉬기가 어렵다고 합데다.,,
entailment,그 여자는 헤마테메시스(피토) 증상은 없었수다.,그 여자는 피토를 안 했수다.,,
contradiction,그 여자는 피토헌 적이 없었수다.,그 여자는 피토를 하고 있었수다.,,
neutral,그 여자는 피토헌 적이 없었수다.,그 여자는 위장염을 앓았수다.,,
entailment,"응급실에서 환자는 쿠스모울 호흡을 보이고 있었고, 심박수가 빨랐수다.",환자는 숨쉬기가 어렵다고 합데다.,,
contradiction,"응급실에서 환자는 쿠스마울 호흡을 보이고 있었고, 심박수가 빨랐수다.",환자 숨 쉬는 속도는 정상이우다.,,
neutral,"응급실에서 환자는 쿠스모울 호흡을 보이고 있었고, 심박수가 빨랐수다.",환자는 심장이 정상이 아니게 뜁데다.,,
entailment,그 여자 다리에 주변적인 굽힘 현상이 있었수다.,그 여자 다리 관절이 구부러져 있었수다.,,
contradiction,그 여자 다리에 주변적인 굽힘 현상이 있었수다.,다리 관절에 구부러진 건 없었수다.,,
neutral,그 여자 다리에 주변적인 굽힘 현상이 있었수다.,환자는 걸을 수 있수다.,,
entailment,"그 여자는 아픈 데 없이 지내다가, 심장 카테터 검사 받으려고 [**Hospital1 47**]로 옮겨졌수다.",환자는 가슴 아픈 건 없다고 합데다.,,
contradiction,"그 여자는 아픈 데 없이 지내다가, 심장 카테터 검사 받으려고 [**Hospital1 47**]로 옮겨졌수다.",환자는 가슴이 아프다고 합데다.,,
neutral,그 여자는 아픈 데 없이 있다가 [**Hospital1 47**]로 옮겨져서 심장 카테터 검사를 받았수다.,환자 심전도 결과는 정상이우다.,,
entailment,그 여자는 집에서 설사를 좀 했다고 합데다.,환자가 설사하고 있수다.,,
contradiction,그 여자는 집에서 설사를 좀 했다고 합데다.,환자가 변비가 있수다.,,
neutral,그 여자는 집에서 설사를 좀 했다고 합데다.,환자는 클로스트리디움 디피실에 감염되었수다.,,
entailment,"그 여자는 응급실에서 심장이 안 뛰는 상태(asystolic arrest)로 발견되어서 아트로핀을 여러 번 맞았수다. 그걸로 심실 세동 arrest 상태로 바뀌었다가, 그 다음엔 심실 빈맥 상태로 변했수다.",환자는 심폐소생술을 받았수다.,,
contradiction,"응급실에서 그녀는 심장맥박이 없는 상태로 발작을 겪었고, 이에 아트로핀을 여러 번 투여하여 심실 세동으로 변환시킨 후 심실 빈맥으로 전환시켰습니다.",환자는 정상적인 신전도를 보였습니다.,,
neutral,"응급실에서 그녀는 심장정지를 겪었고, 여러 차례 아트로핀을 투여받아 심실 세동으로 전환되었으며, 이후 심실 빈맥으로 전환되었습니다.",환자는 ST 상승 심근경색을 겪었습니다.,,
entailment,"폐기종, 골다공증, 1기 유방암으로 오른쪽 유방 절제술 및 안와 림프절 제거술과 방사선 치료 [**2510**]를 받았음, 건초염, 흑색종으로 절제술을 받았음, 디버티큘라증, 메티실린 내성 황색포도알균(MRSA) 감염력이 있는 과거력, 편도절제술, 자궁경부 및 자궁강 세척술(D&C), 대장내시경을 통한 4개의 용종 제거",암의 병력,,
contradiction,"폐기종, 골다공증, 1기 유방암으로 오른쪽 유방절제술 및 안와림프절 제거술과 방사선 치료 [**2510**]를 받은 후, 건초염, 흑색종으로 절제술을 받은 후, 대장디브레티큘라증, MRSA 감염력이 있는 과거력, 편도절제술, 자궁경부 및 자궁강 진경술, 대장내시경을 통한 4개의 용종 제거",폐 질환의 과거력이 없음,,
neutral,"폐기종, 골다공증, 1기 유방암 수술 후 오른쪽 유방종양 제거 및 안와림프절 절제술과 방사선 치료 [**2510**], 점액낭염, 흑색종 절제술 후, 대장성형증, 메티실린 내성 황색포도알균 감염력이 있는 이력, 편도절제술, 자궁경부 및 자궁강 살포술, 대장내시경을 통한 4개의 용종 제거",흡연력에 대한 과거사,,
entailment,"그녀는 호흡 곤란을 약간 경험하고 있었으며, 호흡 속도는 24였고, 4리터의 산소를 공급받아 산소 포화도가 96%였습니다.",그녀의 호흡 속도가 높았습니다.,,
contradiction,"그녀는 호흡 곤란을 약간 겪고 있었으며, 호흡 속도는 24였고, 4리터에서 산소 포화도는 96%였습니다.",그녀의 생체 신호와 산소 포화도 수준은 정상이었습니다.,,
neutral,"그녀는 호흡 곤란을 약간 겪고 있었으며, 호흡 속도는 24였고, 4리터에서 산소 포화도는 96%였습니다.","그녀는 만성폐쇄성폐질환(COPD)을 앓고 있으며, 흡연 이력이 있습니다.",,
entailment,최근 변비나 배뇨 습관에는 변화가 없습니다.,환자의 배변 습관이 안정적입니다.,,
contradiction,최근 배변 또는 배뇨 습관에 변화가 없습니다.,환자가 새로운 설사 증상을 겪고 있습니다.,,
neutral,최근 배변 또는 배뇨 습관에 변화가 없습니다.,환자는 요로 감염이 없습니다.,,
entailment,"CT/혈관조영술 결과에 따르면 왼쪽 하부폐엽에 폐렴이 나타났으며, 폐색전증은 없었습니다. 또한 B힐라림프절이 1cm로 나타났으며, 심한 폐기종도 확인되었습니다.",영상 진단 결과 감염증과 만성폐쇄성폐질환이 확인되었습니다.,,
contradiction,"CT/혈관조영술 결과 왼쪽 하부폐염, 폐색전증은 없음, B힐라림프절에 1cm 크기의 림프절이 있으며, 심한 폐기종도 확인되었습니다.",정상적인 폐 기능,,
neutral,"CT/혈관조영술 결과 왼쪽 하부폐엽에 폐렴이 확인되었으며, 폐색전증은 없었습니다. 또한 B힐라림프절에서 1cm 크기의 림프절이 발견되었고, 심한 폐기종도 확인되었습니다.",흡연력에 대한 과거사,,
entailment,특히 이 환자는 최근에 [**Hospital1 18**]에서 복통으로 입원한 적이 있습니다 [**1-6**].,복통력 있음,,
contradiction,"특히, 환자는 최근 [**Hospital1 18**]에서 복통으로 인해 [**1-6**]에 입원한 적이 있습니다.",복통의 과거력이 없습니다.,,
neutral,"특히, 환자는 최근 [**Hospital1 18**]에서 복통으로 인해 입원한 적이 있습니다.",환자는 충수염을 앓고 있었습니다.,,
entailment,"60세 남성 환자로 과거력에 DVT(심부정맥혈전증), HIV(인간면역결핍바이러스), Hep C(간염 C), HCC(간세포암), RCC(신세포암)가 있으며, 폐로 전이된 상태입니다. 최근 2일 전에 사이버나이프 수술을 받았습니다. 현재 상복부 통증과 가슴 통증을 호소하며, 삼키는 것이 더욱 통증을 악화시킵니다.",환자는 식도염의 증상을 보이고 있습니다.,,
contradiction,"60세 남성 환자는 과거에 심부정맥혈전증(DVT), 인간면역결핍바이러스(HIV), C형 간염(Hep C), 간세포암(HCC), 신장세포암(RCC) 진단을 받았으며, 폐로 전이된 상태입니다. 최근 2일 전 사이버나이프 치료를 받았습니다. 현재 상복부 통증과 가슴 통증을 호소하며, 삼키는 동작을 할 때 통증이 악화됩니다.",환자는 위식도 증상이 전혀 없습니다.,,
neutral,"60세 남성 환자로 과거 병력에 심부정맥혈전증(DVT), 인간면역결핍바이러스(HIV), C형 간염(Hep C), 간세포암(HCC), 신세포암(RCC)이 있으며, 폐로 전이된 상태입니다. 사이버나이프 치료를 받았는데(마지막 치료는 2일 전에 받았습니다), 상복부 통증과 가슴 통증을 호소하며, 삼키는 것이 더욱 통증을 악화시킵니다.",환자는 방사선 유발 식도염을 앓고 있습니다.,,
entailment,"환자는 피 도는 건 괜찮았고, 추가 진단 받을라고 입원했수다.",환자는 피 도는 건 괜찮수다.,,
contradiction,"환자는 피 도는 건 괜찮았고, 추가 진료 받을라고 입원했수다.",환자는 저혈압이 있수다.,,
neutral,"환자는 피 도는 건 괜찮았고, 추가 진료 받을라고 입원했수다.",환자는 아픈 디 없댄 햄수다.,,
entailment,애기 밴 것이 엄마 혈압 올라가난 복잡해졌수다.,"""엄마 고혈압이 있수다.""",,
contradiction,애기 밴 것이 엄마 혈압 올라가난 복잡해졌수다.,엄마 혈압은 괜찮수다.,,
neutral,애기 밴 것이 엄마 혈압 땜에 복잡해졌수다.,거기엔 전자간증이 있수다.,,
entailment,"그 여자는 [**병원**] 재활센터로 [**2926-7-27**]에 퇴원했주만, 자꾸 열이 펄펄 나멍 아직도 인공호흡기에 의지하고 있었수다.",환자가 자꾸 열이 나고 있수다.,,
contradiction,"그 여자는 [**병원**] 재활센터로 [**2926-7-27**]에 퇴원했주만, 자꾸 열이 펄펄 나멍 아직도 인공호흡기에 의지하고 있었수다.",환자는 열이 없수다.,,
neutral,"그 여자는 [**2926-7-27**]에 [**병원**] 재활센터로 퇴원됐주만, 자꾸 열이 펄펄 나멍 계속 인공호흡기에 의지하고 있었수다.",환자는 만성 감염이 있수다.,,
entailment,"여든두 살 먹은 여자 환자인디, 쇼그렌증후군, 혈관염, 위장 출혈, 고혈압이 있고, 위장에서 피 나는 증상으로 왔수다.",환자는 위장에서 피가 나고 있수다.,,
contradiction,"여든두 살 먹은 여자 환자인디, 쇼그렌증후군, 혈관염, 위장 출혈, 고혈압이 있고, 위장에서 피 나는 증상으로 나타났수다.",환자 위장 기능은 괜찮수다.,,
neutral,"여든두 살 먹은 여자 환자인디, 쇼그렌증후군, 혈관염, 위장 출혈, 고혈압이 있고, 위장에서 피 나는 증상으로 왔수다.",환자는 피 토하는 증상으로 왔수다.,,
entailment,"응급실로 가는 중에, 그 여자는 다른 디로 퍼지는 건 없이 명치 쪽이 더 아파졌수다.",환자가 가슴이 아프댄 햄수다.,,
contradiction,"응급실로 가는 중에, 그 여자는 다른 디로 퍼지는 건 없이 심장 아래쪽 가슴이 더 아파졌수다.",환자는 가슴 아픈 디 없댄 햄수다.,,
neutral,"응급실로 가는 중에, 그 여자는 다른 디로 퍼지는 건 없이 가슴 한복판이 더 아파졌수다.",환자는 급성 심근경색이 있수다.,,
entailment,"그 여자는 PRBC 4 유닛이랑 NS 3리터로 용량 복원을 받았수다. 참고로, PRBCs는 Packed Red Blood Cells의 약자로, 적혈구를 빽빽하게 모아놓은 피를 말하고예. NS는 Normal Saline의 약자로, 정상 생리식염수를 말하는 거우다. 이것들은 환자 혈액 용량을 회복시키는 데 써지우다.",그 여자는 체액감소증으로 치료 받았수다.,,
contradiction,"그 여자는 적혈구 농축액(Packed Red Blood Cells, PRBCs) 네 유닛이랑 정상 삼투압 생리식염수(Normal Saline, NS) 삼 리터로 용량 복원을 받았수다.",그 여자는 물을 더 마실 필요가 없었수다.,,
neutral,"그 여자는 PRBC 4 유닛이랑 NS 3리터로 용량 복원을 받았수다. 참고: PRBCs는 'Packed Red Blood Cells'의 약자로, 모아놓은 적혈구를 말하는 거고예. NS는 'Normal Saline'의 약자로, 보통 생리식염수를 말하는 거우다.",그 여자는 저혈압이 있수다.,,
entailment,환자는 피 흘릴 때 정신 잃고 반응이 없었댄 거 확인됐수다.,환자한테 뇌출혈이 생겼수다.,,
contradiction,환자는 피 흘릴 때 정신 잃고 반응이 없었댄 거 확인됐수다.,환자 검사 결과는 괜찮수다.,,
neutral,환자가 피 흘릴 때 정신 잃어부러서 아무 반응이 어섯단 거 확인되엇수다.,환자 CT 사진이 이상해수다.,,
entailment,"[**확인된 환자 성 35912**]은 여든네 살 먹은 남자로, 10년 전에 진단받은 절뚝거리는 증상이 있는 말초혈관질환(PVD)을 앓은 적이 이수다. 그 사람은 요 며칠 사이에 걷는 것이 전만 못하단 걸 알앗수다.",환자 절뚝거리는 증상이 더 심해지고 이수다.,,
contradiction,"[**확인된 환자 성 35912**]은 여든네 살 먹은 남자로, 10년 전에 진단받은 아픈 증상이 있는 말초혈관질환(PVD)을 앓은 적이 이수다. 그 사람은 요 며칠 사이에 걷는 것이 전만 못하단 걸 알게 되엇수다.",환자는 걷는 디 아무 문제 어수다.,,
neutral,"[**확인된 환자 성 35912**]은 여든네 살 먹은 남자로, 10년 전에 진단받은 아픈 증상이 있는 말초혈관질환(PVD)을 앓은 적이 이수다. 그 사람은 요 며칠 사이에 걷는 것이 전만 못하단 걸 알게 되엇수다.",환자는 피떡 생긴 동맥이 이수다.,,
entailment,"그 입원해신 동안 사진 찍어본 거 보난, 왼쪽 포털 정맥은 완전히 막히고 오른쪽 포털 정맥 끝 가지가 나타낫수다. 오른쪽 포털 정맥 끝 부분이랑 주요 포털 정맥은 길이 트여 잇엇고, TIPS(경정맥간 샤운트)도 트여 이서서 제대로 강화되언 잇엇수다.",환자는 간에 병이 이수다.,,
contradiction,"그 입원해신 동안 사진 찍어본 거 보난, 왼쪽 포털 정맥은 완전히 막히고 오른쪽 포털 정맥 끝 가지가 확인되엇수다. 끝 부분 오른쪽 포털 정맥이랑 주요 포털 정맥은 길이 터져 잇엇고, TIPS(경정맥간 샤운트)도 길이 터져 이서서 제대로 잘 보엿수다.",환자 간 기능은 정상이라우다.,,
neutral,"그 입원해신 동안 사진 찍어본 결과, 왼쪽 포털 정맥이랑 오른쪽 포털 정맥 끝 가지는 완전히 막혀 잇엇수다. 근디 오른쪽 포털 정맥 몸통 쪽 부분이랑 주 포털 정맥은 길이 터져 잇엇고, TIPS(경정맥간 샤운트)는 제대로 터져 이서서 잘 보엿수다.",술을 많이 마신 적 이수다.,,
entailment,"그 사람은 [**Location (un) 18**] 다른 병원에서 정상 삼투압 생리식염수 2리터랑, 티아민, 엽산, 다중비타민, 카이엑셀레이트, 염화칼슘, 인슐린, 그라고 바이카보네이트를 맞앗수다.",환자는 산증 상태엿수다.,,
contradiction,"그 사람은 [**Location (un) 18**] 다른 병원에서 정상 살린수 2리터랑, 티아민, 엽산, 다중비타민, Kayexalate, 염화칼슘, 인슐린, 그라고 바이카브를 맞앗수다.",환자는 술 마신 거 아니라고 해수다.,,
neutral,"그 사람은 [**Location (un) 18**] 다른 병원에서 정상 살린 2리터랑, 티아민, 엽산, 다중비타민, Kayexalate, 염화칼슘, 인슐린, 그라고 바이카브를 맞앗수다.",환자는 술 중독이라우다.,,
entailment,환자는 그 자리에서 튜브를 꼽앗수다.,환자가 숨 쉬는 튜브를 꼽앗수다.,,
contradiction,환자는 그 자리에서 튜브를 꼽앗수다.,환자는 숨 쉬는 거 도와주는 게 필요 어섯수다.,,
neutral,환자는 그 자리에서 튜브를 꼽앗수다.,환자는 숨을 제대로 못 쉬는 상태엿수다.,,
entailment,그 여자는 밥맛도 어서지고 잠도 잘 못 잔다고 말햇수다.,환자가 잠을 잘 못 자고 이수다.,,
contradiction,그 여자는 밥맛도 어서지고 잠도 잘 못 잔다고 말햇수다.,환자는 어디 불편하단 말도 안 햇수다.,,
neutral,그 여자는 밥맛도 어서지고 잠도 잘 못 잔다고 말햇수다.,환자가 몸이 아프다고 느껴왓수다.,,
entailment,아래는 간단하게 줄인 퇴원 요약서를 살펴본 내용이라우다.,환자가 입원햇수다.,,
contradiction,아래는 간단하게 줄인 퇴원 요약서를 살펴본 내용이라우다.,환자는 입원 안 햇수다.,,
neutral,"퇴원 요약서를 살펴봐신디, 아래에다 간단하게 줄여놧수다.",환자는 급성 관상동맥 증후군으로 입원햇수다.,,
entailment,전에 아팟던 거: [**12-19**]에 트라키오스토미 한 것이 중요하게 써져 이수다.,환자는 트라키오스토미를 햇수다.,,
contradiction,지난 의료 이력: [**12-19**]에 트라키오스토미 삽입이 된 거로 중요하게 기록돼 있수다.,환자으 호흡 기능은 정상이우다.,,
neutral,지난 의료 이력: [**12-19**]에 트라키오스토미 삽입이 된 거로 중요하게 기록돼 있수다.,환자는 만성폐쇄성폐질환(COPD)을 앓고 있수다.,,
entailment,오늘 그 여자는 하영 기운이 어서서 침대에서 일어날 수 어섯수다.,그 여자는 걸을 수가 어섯수다.,,
contradiction,오늘 그 여자는 하영 기운이 어서서 침대에서 일어나지 못했수다.,그 여자는 걸을 수 있수다.,,
neutral,오늘 그 여자는 하영 기운이 어서서 침대에서 일어나지 못했수다.,그 여자는 토하는 거하고 속 메슥거리는 증상이 있수다.,,
entailment,"[**확인된 환자 성 11376**]은 상냥한 일흔세 살 할망이신디, 전극 있는 심장 승모판막 교체 수술하고 관상동맥 우회 이식 수술 때문에 수술 전에 왔수다.",환자는 관상동맥질환(CAD)을 앓고 있수다.,,
contradiction,"[**확인된 환자 성 11376**]은 상냥한 일흔세 살 할망이신디, 전극 이용한 대동맥판막 교체 수술하고 관상동맥 우회 이식 수술 때문에 수술 전에 왔수다.",환자는 예전에 수술한 적이 어수다.,,
neutral,"[**확인된 환자 성 11376**]은 하영 상냥한 일흔세 살 할망이신디, 전극이 심장 승모판막 바꾸는 수술이랑 관상동맥 우회 이식 수술 때문에 수술 전에 왔수다.",환자는 말초동맥질환이 있수다.,,
entailment,"그 여자 남편이 하르에 적어도 한 번은 토하는 걸 봤는디, 이게 피 토하는 건지는 확실히 몰랐댄 해수다.",그 남자는 요즘에 토하고 있수다.,,
contradiction,"그 여자 남편이 하르에 적어도 한 번은 토했다고 말했는디, 이게 피 토하는 건지는 확실하지 않았댄 해수다.",그 남자는 토하는 증상이 어섯수다.,,
neutral,"그 여자 남편이 하르에 적어도 한 번은 토하는 걸 봤는디, 이게 피 토하는 건지는 확실히 몰랐댄 해수다.",그 남자는 상부 위장관 출혈이 있수다.,,
entailment,그 여자는 이번에 심장이 멎기 전까지는 잘 지내는 거 같았수다.,환자가 심장마비가 왔수다.,,
contradiction,그 여자는 이번에 심장이 멎는 일이 있기 전까지는 잘 지내는 거 같았수다.,환자는 심장마비 온 적이 어수다.,,
neutral,그 여자는 이번에 심장이 멎는 일이 있기 전까지는 잘 지내는 거 같았수다.,환자는 뇌산소부족증 때문에 뇌손상이 왔수다.,,
entailment,"그 남자는 가슴 아픈 거, 숨 찬 거, 운동할 때 숨쉬기 힘든 거나 정신 잃는 거는 어시댄 합주다.",환자으 ROS(신체계통 문진) 결과는 이상 어수다.,,
contradiction,"그 남자는 가슴 아픈 거, 숨 찬 거, 운동할 때 숨쉬기 힘든 거나 정신 잃는 거는 어시댄 합주다.",환자는 협심증을 앓고 있수다.,,
neutral,"그 남자는 가슴 아픈 거, 숨 찬 거, 운동할 때 숨쉬기 힘든 거나 정신 잃는 거는 어시댄 합주다.",환자으 몸 검사 결과는 정상이우다.,,
entailment,"그 남자는 또 ""어지럽다""고도 했는디, 그거에 대해 자세히 말해달라 하난 가끔 정신 잃을 거처럼 머리가 띵했다고 말했수다.",환자는 어지럼증을 느꼈수다.,,
contradiction,"그 남자는 또 ""어지럽다""고도 말했는디, 그거에 대해 자세히 말해달라 하난 가끔 정신 잃을 거 같은 느낌으로 어지러웠다고 말했수다.",환자는 어지러운 건 어시댄 합주다.,,
neutral,"그 남자는 또 ""어지럽다""고도 말했는디, 그거에 대해 자세히 말해달라 하난 가끔 정신 잃을 거 같은 느낌으로 어지러웠다고 말했수다.",환자는 저혈당 상태우다.,,
entailment,"어머니는 제왕절개 수술 전까지 분만의 징후나 증상, 양수파열이나 자궁 수축이 전혀 없었습니다.",어머니는 제왕절개 수술을 통해 아기를 출산하였습니다.,,
contradiction,"어머니는 제왕절개 수술 전에 분만의 징후나 증상, 양수파열이나 자궁 수축이 전혀 없었습니다.",어머니가 분만 중이었습니다.,,
neutral,"어머니는 제왕절개 수술 전에 어떠한 분만의 징후나 증상, 태막 파열이나 자궁 수축이 없었습니다.",해당 여성은 기간 충족 시에 아기를 출산하였습니다.,,
entailment,"환자는 현재 튜브를 제거하고 진정제를 중단한 상태이며, 추가적인 상세 정보를 제공하였습니다.",해당 환자는 이전에 호흡 지원이 필요했습니다.,,
contradiction,"환자는 현재 기관 삽관을 제거하고 진정제를 중단한 상태이며, 추가적인 상세 정보를 제공하였습니다.",환자는 한 번도 튜브삽관을 받은 적이 없습니다.,,
neutral,"환자는 현재 튜브를 제거하고 진정제를 중단한 상태이며, 추가적인 상세 정보를 제공하였습니다.",환자는 외상을 입었습니다.,,
entailment,임신은 대략 임신 18주경에 진행된 태아 진단에서 뇌수막의 결여증을 확인함으로써 복잡해졌습니다.,태아의 발달이 비정상적이었습니다.,,
contradiction,임신은 대략 임신 18주경에 태아의 뇌실질 결여증이라는 선천적 진단으로 복잡해졌습니다.,임신은 복잡하지 않았습니다.,,
neutral,임신은 대략 임신 18주경에 시행된 태아 진단에서 뇌수막의 결핍증이 발견되어 복잡해졌습니다.,태아기 독소에 노출될 가능성,,
entailment,"환자는 정맥주사를 중단하고 정맥 내 투여용 라식스를 10mg 세 번 투여받았으며, 500cc의 소변을 배출하였습니다.",환자의 신장은 정상적으로 기능하고 있습니다.,,
contradiction,"환자는 정맥주사를 중단하고 정맥내로 Lasix 10mg을 세 번 투여받았으며, 이에 따라 500cc의 소변을 배출하였습니다.",환자의 신장이 제대로 작동하고 있지 않습니다.,,
neutral,"환자는 정맥주사를 중단하고 정맥주사로 Lasix 10mg을 세 번 투여받았으며, 이로 인해 500cc의 요량을 배출하였습니다.",환자가 과다한 양의 수액을 투여받았습니다.,,
entailment,그것은 또한 다한증과 관련이 있었습니다.,환자가 땀을 흘리고 있습니다.,,
contradiction,그것은 또한 다한증과 연관되어 있었습니다.,환자는 땀을 전혀 흘리지 않습니다.,,
neutral,그것은 또한 다한증과 관련이 있었습니다.,환자는 발열 증상이 있습니다.,,
entailment,"환자는 [**1-31**]에 호흡곤란, 비농성 기침, 그리고 반좌호흡 증상으로 외래 병원에 입원하였습니다.",환자는 폐부종의 증상을 보이고 있습니다.,,
contradiction,"환자는 [**1-31**]에 호흡곤란, 비농성 기침, 그리고 수면무호흡으로 외래병원에 입원하였습니다.",환자는 폐부종의 증상이 전혀 없습니다.,,
neutral,"환자는 [**1-31**]에 노력성 호흡곤란, 비농성 기침, 그리고 수직불편증을 가지고 다른 병원에 입원하였습니다.",환자는 폐부종을 앓고 있습니다.,,
entailment,"그녀는 심장내과 서비스의 Dr. [**Last Name (STitle) 295**]에게도 진료를 받았고, 그는 그녀에게 심장의 침팬지판 대체 수술을 받는 것을 제안하였습니다.",환자에게 미트랄 밸브 역류증 또는 협착증의 증상이 나타나고 있습니다.,,
contradiction,"그녀는 또한 심장내과 서비스의 [**성 (STitle) 295**] 박사에게도 진료를 받았고, 그는 그녀가 심장의 치환술을 받아야 한다고 제안하였습니다.",환자는 어떠한 증상도 보이지 않습니다.,,
neutral,"그녀는 심장내과의 [**성 (STitle) 295**] 박사에게도 진료를 받았고, 그는 그녀에게 심장의 치아판 대체 수술을 받아야 한다고 제안하였습니다.",환자는 폐부종을 앓고 있습니다.,,
entailment,콜로스토미 후 상태가 현재로서는 복원되었습니다.,환자는 과거에 대장루 수술을 받은 적이 있다.,,
contradiction,콜로스토미 후 상태가 현재는 복원되었습니다.,환자는 수술 이력이 없습니다.,,
neutral,"콜로스토미 후 상태, 현재는 복원됨.",환자는 대장암의 과거력이 있습니다.,,
entailment,"그는 자신의 주치의 사무실에 전화를 걸었고, 거기서 검사를 받았을 때, 소장의 파열이 발견되었습니다.",그는 위장관 천공으로 진단받았습니다.,,
contradiction,"그는 자신의 주치의 사무실에 전화를 걸었고, 거기서 검사를 받았을 때, 그는 소장의 파열을 겪고 있음이 발견되었습니다.",그는 소화기계 이상이 없다는 것이 확인되었습니다.,,
neutral,"그는 자신의 주치의 사무실에 전화를 걸었고, 거기서 검사를 받았을 때 그는 소장의 파열을 가지고 있는 것으로 밝혀졌습니다.",그는 디버티큘라이티스의 병력이 있습니다.,,
entailment,"분만 유도가 시작되었고, 분만은 약 2시간 전에 양막이 파열되면서 점차 진행되었습니다.",환자에게 분만 유도가 시행되었습니다.,,
contradiction,"분만 유도가 시작되었고, 분만은 배란막이 약 2시간 전에 파열된 후 점차 진행되었습니다.",환자는 조산을 경험하였습니다.,,
neutral,"분만 유도가 시작되었고, 약 2시간 전에 양수가 파열되면서 점차 분만이 진행되었습니다.",환자는 초산을 경험하였습니다.,,
entailment,그녀의 혈소판 수치는 이송 당시 약 100이었습니다.,환자의 혈소판 수치가 정상 범위의 하한선에 위치해 있습니다.,,
contradiction,그녀의 혈소판 수치는 이송 시점에 대략 100이었습니다.,환자의 혈소판 수치가 상승하였습니다.,,
neutral,그녀의 혈소판 수치는 이송 시점에 대략 100이었습니다.,환자는 출혈 장애를 가지고 있습니다.,,
entailment,"그녀는 기침을 시작하고 건조한 구토를 하기 시작했고, 그 후에는 심한 복통을 겪기 시작했습니다.",환자는 심한 복통을 겪고 있습니다.,,
contradiction,"그녀는 기침을 시작하고 건조한 구토를 하기 시작했고, 그 후에는 심한 복통을 겪기 시작했습니다.",환자는 복통을 부인합니다.,,
neutral,"그녀는 기침을 시작하고 건조한 구토를 시도한 후, 심한 복통을 느끼기 시작했습니다.",환자는 장 폐색을 앓고 있습니다.,,
entailment,CT 결과로 보아 4등급의 [** 위치 **] 찢어짐이 있으며 복강 출혈이 발생하였습니다.,환자에게 복강 출혈이 있습니다.,,
contradiction,CT 결과에 따르면 4기 [** 위치 **]의 절개 상처와 복강 출혈이 나타났습니다.,환자의 CT 결과는 정상입니다.,,
neutral,CT 결과에 따르면 4등급의 [** 위치 **] 찢어짐이 있으며 복강 출혈이 발생하였습니다.,환자는 교통사고를 겪었습니다.,,
