gold_label,sentence1_jeju,sentence2_jeju,ai_answer,result
contradiction,"±×³â ¾Æ´ú ¸»·Î³­, ºÎÀÎ³­",È¯ÀÚ ¾Æµé ¾ø¼ö´Ù¿¹.,,
neutral,"±× Áý ¾Æ´ú ¸»·Î Çã¹Î, ºÎÀÎÀº",±× ¾ÆµéÀº ¾î¸¥ÀÌ µÇº¸¹Î ¼ºÀÎ¿ì´Ù¿¹.,,
entailment,"ÀÌ »ç¸§Àº ÀÓ½Å ÇÑ ¹ø, Ãâ»êÀº ¾ø°í À¯»êÀº ¼¼ ¹ø Çß´ø 28»ì³­ ¾î¸Û°Ô ÅÂ¿©³µ¼ö´Ù, ÅÂ¾Æ ¼±º°°Ë»ç °á°ú´Â BÇü ¾ç¼º, Ç×Ã¼ À½¼º, ¸Åµ¶ ¹«¹ÝÀÀ, Ç³Áø ¸é¿ª, BÇü °£¿° Ç¥¸éÇ×¿ø À½¼º, ±×·ì B ¿¬¼â±¸±Õ ¹ÌÈ®ÀÎÀÌ¾ú¼ö´Ù.",È¯ÀÚ °«³­ ½Å»ý¾Æ¿ì´Ù¿¹.,,
contradiction,"°Â´Â 28»ì G1, ÆÄ¶ó 0-3ÀÎ ¾î¸Û°Ô¼­ ÅÂ¾î³µ¼ö´Ù, ÅÂ¾Æ °Ë»ç °á°ú´Â BÇü ¾ç¼º, Ç×Ã¼ À½¼º, RPR ºñ¹ÝÀÀ¼º, Ç³Áø ¸é¿ª, BÇü °£¿° Ç¥¸é Ç×¿ø À½¼º, GBS´Â ¾Ë ¼ö ¾ø¾ú¼ö´Ù.",¾î¸Ó´Ï BÇü °£¿° °É·ÁÀÖ¼ö´Ù¿¹.,,
neutral,"ÀÌ ¾Æ±ä ½º¹°¿©´ü »ì G1, ÆÄ¶ó 0-3ÀÎ ¾î¸Û°Ô¼­ ÅÂ¿©³µ¼ö´Ù, ÅÂ¾Æ ¼±º° °Ë»ç¿£ BÇü ¾ç¼º Ç÷¾×Çü, Ç×Ã¼ À½¼º, RPR ºñ¹ÝÀÀ¼º, Ç³Áø ¸é¿ª, BÇü °£¿° Ç¥¸é Ç×¿ø À½¼º, ±×¶û GBS ¹ÌÈ®ÀÎÀÌ µé¾î ÀÖ¾ú¼ö´Ù.",¾î¸Ó´Ï Ç³Áø ¿¹¹æÁ¢Á¾ ¸Â¾Æº¸¾Ò¼ö´Ù¿¹.,,
entailment,"¸¸¼ºÆó¼â¼ºÆóÁúÈ¯, ºñ¸¸, ¿øÀÎ ¸ð¸¦ Àú»ê¼ÒÁõ, ÁßÃß½Å°æ°è ¸²ÇÁÁ¾ ¶«½Ã ÈÄ¹æ¼øÈ¯ ÂÊ ³úÁ¹ÁßÀ» ¼¼ ¹ø ¿Í½Å °Å¶û ¹ßÀÛÀå¾Ö, Äí¸¶µò ¸Ô´ø Áß¿¡ »ý°Ü½Å ³úÃâÇ÷·Â, ÀÌ¿Ï±â ½ÉºÎÀü, °ü»óµ¿¸ÆÁúÈ¯, ½É¹æ¼¼µ¿, °íÇ÷¾Ð, °íÁöÇ÷Áõ, ÁßÁõ ¼ö¸é¹«È£ÈíÁõ(¿¹Àü¿¡ CPAP ¸ø °ßµ®½Å), ¿ø¹ß¼º ºÎ°©»ó¼±±â´ÉÇ×ÁøÁõ¡¤ºñÅ¸¹Î D 25 °áÇÌ ¶«½Ã »ý°Ü½Å ½Åµ¹±â, µ¶¼º ´Ù¹ß¼º °áÀý¼º °©»ó¼±ÀÌ¶û Àáº¹¼º °©»ó¼±±â´ÉÇ×ÁøÁõ, ½Å»ýÇ÷°ü¼º ³ì³»Àå ¶«½Ã ¿À¸¥ÂÊ ´« ½Ç¸í±îÁö ÇÏ¿µ ÀÖ¼ö´Ù.",È¯ÀÚ BMI ¼öÄ¡ ³ô¼ö´Ù¿¹.,,
contradiction,"¸¸¼º Æó¼â¼º ÆóÁúÈ¯ÀÌ ÀÖ°î ºñ¸¸Çã¸Û, ¹ÌÁ¤ÀÇ Àú»ê¼ÒÁõÀÌ¶û, ÁßÃß½Å°æ°è ¸²ÇÁÁ¾ ¶«½Ã ÈÄ¼øÈ¯ ÂÊ ³úÁ¹ÁßÀ» ¼¼ ¹ø °Þ¾û ¹ßÀÛÀå¾Öµµ ÀÖÁÖ°Ô, Äí¸¶µò ¸Ô´ø Áß¿¡ ³µ´ø ³úÃâÇ÷·Â, ÀÌ¿Ï±â ½ÉºÎÀü, °ü»óµ¿¸ÆÁúÈ¯, ½É¹æ¼¼µ¿, °íÇ÷¾ÐÀÌ¶û °íÁöÇ÷Áõ, ½ÉÇÑ ¼ö¸é¹«È£ÈíÁõ(¿¾Àû¿£ CPAP¸¦ ¸ø °ßµ®½Å), ¿ø¹ß¼º ºÎ°©»ó¼±±â´ÉÇ×ÁøÁõÀÌ¶û 25-ºñÅ¸¹Î D °áÇÌ ¶«½Å ½Å¼®Áõ, µ¶¼º ´Ù¹ß°áÀý¼º °©»ó¼±ÀÌ¶û Àáº¹±â °©»ó¼±±â´ÉÇ×ÁøÁõ, ½Å»ýÇ÷°ü¼º ³ì³»Àå ¶«½Ã ¿À¸¥ÂÊ ´« ½Ç¸íÇØ½Å °Å±îÁö ÀÖ¼ö´Ù.",È¯ÀÚ ÇÑ ¹øµµ ³úÁ¹Áß °Þ¾îº» Àû ¾ø¼ö´Ù¿¹.,,
neutral,"¸¸¼º Æó¼â¼º ÆóÁúÈ¯, ºñ¸¸, ¹ÌÁ¤ÀÇ Àú»ê¼ÒÁõ, ÁßÃß½Å°æ°è ¸²ÇÁÁ¾ ¶«½Å ÈÄ¼øÈ¯ ÂÊ ³úÁ¹ÁßÀ» ¼¼ ¹ø °Þ¾ð Çã°í ¹ßÀÛÀå¾Ö, Äí¸¶µò ¸Ô¾û ÇÏ¸Û »ý±ä °æµ¿¸Æ ÃâÇ÷·Â, ÀÌ¿Ï±â ½ÉºÎÀü, °ü»óµ¿¸ÆÁúÈ¯, ½É¹æ¼¼µ¿, °íÇ÷¾Ð, °íÁöÇ÷Áõ, ½ÉÇÑ ¼ö¸é¹«È£ÈíÁõ(¿¾Àû¿¡ CPAP ¸ø °ßµ®½Å), ¿ø¹ß¼º ºÎ°©»ó¼±±â´ÉÇ×ÁøÁõ/ºñÅ¸¹Î D °áÇÌ ¶«½Å »ý±ä ½Å°á¼®, µ¶¼º ´Ù¹ß°áÀý¼º °©»ó¼±ÀÌ¶û Àáº¹¼º °©»ó¼±±â´ÉÇ×ÁøÁõ, ½Å»ýÇ÷°ü¼º ³ì³»Àå ¶«½Å ¿À¸¥ÂÊ ´« ½Ç¸í º´·Â ÀÖ¼ö´Ù.",È¯ÀÚ ¿¹Àü¿¡ ¾Ç¼ºÁ¾¾ç ÀÖ¾ú´ø º´·Â ÀÖ¼ö´Ù¿¹.,,
entailment,È¯ÀÚ´Â ¹ßÇ¥ Çå ³¯ ±Þ¼º È£Èí°ï¶õ Çã¸Û ±ú¿©³µ¼ö´Ù.,È¯ÀÚ °©ÀÚ±â ¼ûÂ÷³­ °Å ½ÃÀÛÇØºÎ·È¼ö´Ù¿¹.,,
contradiction,È¯Á¨ ¹ßÇ¥ Çã´Â ³¯ °©ÀÚ±â ¼ûÀ» ¸ó ½¬¿©¼­ ±ú¿©³µ¼ö´Ù.,È¯ÀÚ ¼û½¬´Â µ¥ ¾î·Á¿ò ¾ø¾ú´Ù ÇÕµð´Ù¿¹.,,
neutral,È¯ÀÚ´À ¹ßÇ¥Çã´Â ³¯ °©ÀÚ±â ¼ûÀ» ¸ó ½¬¿©»ç ÀÏ¾î³µ¼ö´Ù.,È¯ÀÚ DVT º´·Â ÀÖ¼ö´Ù¿¹.,,
entailment,È¯ÀÚ´Â ¹ßÇ¥ ´çÀÏ³¯ ±Þ¼º È£Èí°ï¶õ ¶«½Ã ±ú¾î³µ¼ö´Ù.,È¯ÀÚ ¼ûÂ÷Çã´Ù Çã¿ì´Ù¿¹.,,
contradiction,È¯ÀÚ´Â ¹ßÇ¥ ´çÀÏ ±Þ¼º È£Èí°ï¶õÀÌ ¿Í»ç Àá¼­ ²£¼ö´Ù.,È¯ÀÚ ¼ûÂ÷´Â °Å ¾Æ´Ï¶ó ÇÕµð´Ù¿¹.,,
neutral,È¯ÀÚ´Â ¹ßÇ¥ ´çÀÏ¿¡ ±Þ¼º È£Èí°ï¶õ ¶«½Å¿¡ Àá¼­ ±ú³ªºÎ·µ¼ö´Ù.,È¯ÀÚ Æó»öÀüÁõ ÀÖ¼ö´Ù¿¹.,,
entailment,È¯ÀÚ´À ¹ÝÀÀ¼º ±âµµ ÁúÈ¯À» ¾Î°í ÀÖÁÖ°Ô º¸°í Çã¿´¼ö´Ù.,È¯ÀÚ COPD³ª Ãµ½Ä ¾Î°í ÀÖ¼ö´Ù¿¹.,,
contradiction,È¯Á¨ ¹ÝÀÀ¼º ±âµµ ÁúÈ¯À» °®°í ÀÖ´ÙÄí º¸°í Çã¿´¼ö´Ù.,È¯ÀÚ Æó ±â´É Á¤»ó¿ì´Ù¿¹.,,
neutral,È¯ÀÚ´À ¹ÝÀÀ¼º ±âµµ ÁúÈ¯ÀÌ ÀÕÁÖ°Ô¶ó º¸°í ÇÜ¼ö´Ù.,È¯ÀÚ ÈíÀÔ±â ¾²°í ÀÖ¼ö´Ù¿¹.,,
entailment,°ú°Å¿¡ Å¬¶ó¹Ìµð¾Æ °¨¿° °ú°Å·ÂÀÌ º¸°íµÆ¼ö´Ù.,È¯ÀÚ ¿¹Àü¿¡ °¨¿° ¾Î¾Ò¼ö´Ù¿¹.,,
contradiction,Àü¿¡ Å¬¶ó¹Ìµð¾Æ °¨¿°·Â ÀÖ´Ü °Å º¸°íÇß¼ö´Ù.,È¯ÀÚ °ú°Å º´·Â ÇÏ³ªµµ ¾ø¼ö´Ù¿¹.,,
neutral,¾ÕÀü¿¡ Å¬¶ó¹Ìµð¾Æ¿¡ °É¸° ÀûÀÌ ÀÖ¾ú´Ù°í º¸°íÇß¼ö´Ù.,È¯ÀÚ Áõ»ó ¾Æ¹«°Íµµ ¾È º¸ÀÌ¿ì´Ù¿¹.,,
entailment,"ÀÌ¹ø ÀÔ¿Ñ¿¡ Ã³À½À¸·Õ ÀÀ±Þ½Ç µé··°¬À» ¶§, ±×ÀÌ »ýÃ¼Â¡ÈÄ´Â ÀÌ·¯Çß¼ö´Ù: Ã¼¿Â 100.1, ½É¹Ú¼ö 133, Ç÷¾Ð 118/77, È£Èí¼ö 14, °ø±â Áß »ê¼Ò Æ÷È­µµ 96%.",È¯ÀÚ ¸Æ¹Ú ºü¸£¸Û ºó¸Æ ÀÖ¼ö´Ù¿¹.,,
contradiction,"ÀÌ¹ø ÀÔ¿ø ¶§ Ã³À½ ÀÀ±Þ½Ç ¿Í½Å º§, ±×ÀÌ »ýÃ¼½ÅÈ£´Â ÀÌ·¯Çß¼ö´Ù: Ã¼¿Â 100.1, ½É¹Ú¼ö 133, Ç÷¾Ð 118/77, È£Èí¼ö 14, ´ë±âÈ£Èí(RA)¼­ »ê¼ÒÆ÷È­µµ 96%.",È¯ÀÚ »ý¸íÂ¡ÈÄ Á¤»ó¿ì´Ù¿¹.,,
neutral,"ÀÌ¹ø ÀÔ¿ø ¶§ Ã³À½ ÀÀ±Þ½Ç µé··°¬À» Àû¿¡, ±× »ç¶÷ È°·ÂÂ¡ÈÄ´Â ÀÌ·¯Äí°Ô ³ª¿Ô¼ö´Ù: Ã¼¿Â 100.1, ½É¹Ú¼ö 133, Ç÷¾Ð 118/77, È£Èí¼ö 14, ·ë¿¡¾î »óÅÂ¼­ »ê¼ÒÆ÷È­µµ 96%.",È¯ÀÚ ¾ÆÇÁ´Ù ´À³¢°í ÀÖ¼ö´Ù¿¹.,,
entailment,Á¦ÀÏ ÃÖ±Ù¿¡ Åð¿øÇÑ È¯ÀÚ´Â [**Hospital1 5908**] ÀçÈ°º´¿øÀ¸·Î ¿Å°ÜÁ³¼ö´Ù.,È¯ÀÚ Áö¼ÓÀûÀÎ Ä¡·á°¡ ÇÊ¿äÇÏ¿ì´Ù.,,
contradiction,Á¦ÀÏ ÃÖ±Ù¿¡ Åð¿øÇå È¯ÀÚ´À´Â [**Hospital1 5908**] ÀçÈ°¼¾ÅÍ°Ô ¿Å°ÜÁ³¼ö´Ù.,È¯ÀÚ ´õ ÃßÀû Ä¡·á´Â ÇÊ¿ä ¾ø¼ö´Ù.,,
neutral,°¡Àå ÃÖ±Ù¿¡ Åð¿øÇå È¯ÀÚ´À [**Hospital1 5908**] ÀçÈ°¼¾ÅÍ·Î ¿Å°ÜÁ³¼ö´Ù.,±Ù°ñ°Ý°è ¼Õ»ó·Â ÀÖ¼ö´Ù.,,
entailment,[**6-11**]ÀÇ Ä«Å×ÅÍÈ­¸¦ ÅëÇØ È®ÀÎµÈ ÁßµîµµÀÇ ¹ÌÆ®¶öÆÇ¸· ¿ª·ùÁõ 4+°­ 1+ÀÇ ´ëµ¿¸ÆÆÇ¸· ºÒ¿ÏÀü Æó¼âÁõÀÌ ³ªÅ¸³µ¼ö´Ù.,È¯ÀÚ ½ÉºÎÀüÁõ ¾Î°í ÀÖ¼ö´Ù.,,
contradiction,"[**6-11**] Ä«Å×ÅÍ °Ë»ç Åë¿¡ È®ÀÎÇã¿©, Áß°£ Á¤µµ ¹ÌÆ®¶öÆÇ¸· ¿ª·ùÁõ 4+ÀÌ¶û ´ëµ¿¸ÆÆÇ¸· ºÒ¿ÏÀü Æó¼âÁõ 1+ÀÌ º¸¿´¼ö´Ù.",È¯ÀÚ ½ÉÀåÀº Á¤»óÀÌ¶ó¿ì´Ù.,,
neutral,[**6-11**]ÀÇ Ä«Å×ÅÍÈ­ Åë¿¡ È®ÀÎµÈ ÁßµîµµÀÇ Ä«Å×ÅÍÈ­´Â 4+ÀÇ ¹ÌÆ®¶ö ÆÇ¸· ¿ª·ùÇÏ 1+ÀÇ ´ëµ¿¸ÆÆÇ¸· ºÒ¿ÏÀü Æó¼â¸¦ º¸¿©ÁÝ¼ö´Ù.,È¯ÀÚ ¿òÁ÷ÀÏ Àû¿¡ ¼ûÂ÷³­ È£Èí°ï¶õ °Þ°í ÀÖ¼ö´Ù.,,
entailment,±× »ç¸§Àº Çì¸¶Å×¸Þ½Ã½º(Ç÷±¸Åä) Â¡»óÀº ¾ø¾ú¼ö´Ù.,±× ¿©ÀÎÀº ÅäÇ÷ ¾È Çß¼ö´Ù.,,
contradiction,±×³à´Â ÅäÇ÷ÀÌ ¾ø¾ú¼ö´Ù.,±× ¿©ÀÎÀº ÅäÇ÷ ÇÏ°í ÀÖ¾ú¼ö´Ù.,,
neutral,±×³à´Â ±¸ÅäÇ÷À» °æÇèÇãÁö ¾Ê¾Ò¼ö´Ù.,±× ¿©ÀÎÀº À§Àå¿° ¾Î¾Æº¸¾Ò¼ö´Ù.,,
entailment,"ÀÀ±Þ½Ç¼­ È¯ÀÚ³­ Äí½º¸ð¿ï È£Èí º¸°î ÀÌ½Ã¸Û, ½É¹Ú¼öµµ »¡¶ú¼ö´Ù.",È¯ÀÚ ¼ûÂ÷³­ È£Èí°ï¶õ °Þ°í ÀÖ¼ö´Ù.,,
contradiction,"ÀÀ±Þ½Ç¼­ È¯ÀÚ´Â Äí½º¸¶¿ï È£ÈíÀ» º¸ÀÌ¸Û ÀÖ¾ú¼ö´Ù, ½É¹Ú¼öµµ »¡¶ú¼ö´Ù.",È¯ÀÚ ¼û ½¬´Â ¼Óµµ´Â Á¤»óÀÌ¶ó¿ì´Ù.,,
neutral,ÀÀ±Þ½Ç¼­ È¯ÀÚ³­ Äí½º¸ð¿ï È£ÈíÀ» º¸ÀÌ¸Û ½É¹Ú¼ö°¡ »¡¶ù¼ö´Ù.,È¯ÀÚ ½ÉÀå ¹Úµ¿ÀÌ ºñÁ¤»óÀÌ¶ó¿ì´Ù.,,
entailment,±× ¿©ÀÚ ÇÏÁö¿¡ ¸»ÃÊ ÂÊÀ¸·Î ±ÁÈ÷´Â Çö»óÀÌ ÀÖ¾ú¼ö´Ù.,±× ¿©ÀÎ ´Ù¸® °üÀýÀÌ ±Á¾îÁö¸Û º¯Çü ÀÖ¾ú¼ö´Ù.,,
contradiction,±× ¿©ÀÚ ´Ù¸®¿¡ ¹åÂÊ ±Á¾îÁüÀÌ ÀÖ¾ú¼ö´Ù.,´Ù¸® °üÀý ±Á¾îÁüÀº ¾ø¾ú¼ö´Ù.,,
neutral,±× ¿©ÀÚ Çã ´Ù¸® ³¡¸Ó¸® ÂÊ¿¡ ±Á¾îÁüÀÌ ÀÖ¾ú¼ö´Ù.,È¯ÀÚ °ÉÀ» ¼ö ÀÖ¼ö´Ù.,,
entailment,"±× »ç¶÷Àº ¾ÆÇÂ °Å ¾÷Àº »óÅÂ¸¦ À¯ÁöÇß¼ö´Ù, ½ÉÀå Ä«Å×ÅÍ °Ë»ç Çã°Ô [**Hospital1 47**]·Î ¿Å°ÜÁ³¼ö´Ù.",È¯ÀÚ °¡½¿ ¾ÆÇÂ °Å ¾Æ´Ï¶ó ÇÕµð´Ù.,,
contradiction,"±×³áÀº ¾ÆÇÂ °Å È¥µµ ¾÷Àº »óÅÂ¸¦ ÁöÄÑ¸Û, ½ÉÀå Ä«Å×ÅÍ °Ë»ç Çæ¶ó°Ô [**Hospital1 47**]·Î ¿Å°ÜÁ®ºÎ·¶¼ö´Ù.",È¯ÀÚ °¡½¿ ¾ÆÇÁ´Ù Çã¿ì´Ù.,,
neutral,±× »ç¶÷Àº ¾ÆÇÄÀÌ ¾÷Àº »óÅÊ À¯ÁöÇã¸Û [**Hospital1 47**]·Î ÀÌ¼ÛµÇ¿© ½ÉÀå Ä«Å×ÅÍ °Ë»ç¸¦ ¹Þ¾Ò¼ö´Ù.,È¯ÀÚ ½ÉÀüµµ °á°ú Á¤»óÀÌ¶ó¿ì´Ù.,,
entailment,±× ¿©ÀÚ´Â Áý¿§¼­ ¼³»ç Áõ»ó Á¶°õ ÀÎÁ¤Çã°í ÀÖ¼ö´Ù.,È¯ÀÚ ¼³»ç ÇÏ°í ÀÖ¼ö´Ù.,,
contradiction,±×³à´Â Áý¿¡¼ö Á¶°õ ¼³»ç Áõ»ó ÀÎÁ¤Çã°î ÀÖ¼ö´Ù.,È¯ÀÚ º¯ºñ °Þ°í ÀÖ¼ö´Ù.,,
neutral,±× ¾ç¹ÝÀº Áý¼­ Á¶°õ ¼³»ç Áõ»ó ÀÎÁ¤Çã°í ÀÕ¼ö´Ù.,È¯ÀÚ C. diff °¨¿°µÆ¼ö´Ù.,,
entailment,"±×ºÐÀº ÀÀ±Þ½Ç¿¡¼­ ½ÉÀåÀÌ ¾È ¶Ù´Â »óÅÂ(¹«¼öÃà asystolic arrest)·Î ¹ß°ßµÅ ¾ÆÆ®·ÎÇÉÀ» ¸î ¹øÀÌ³ª Åõ¿©¹Þ¾Ó, ±× ÀÏ·Î ½É½Ç¼¼µ¿ arrest·Î ¹Ù²î¾û ±× µÚ¿£ ½É½Ç ºó¸ÆÀ¸·Î º¯Çß¼ö´Ù.",È¯ÀÚ ½ÉÆó¼Ò»ý¼ú ¹Þ¾Ò¼ö´Ù.,,
contradiction,"ÀÀ±Þ½Ç¿¡»ç ±× »ç¸§Àº ½ÉÀå ¹Úµ¿ÀÌ ¾ö½Å Ã¤·Î °æ±â¸¦ °Þ¾ú°î, °Ô³­ ¾ÆÆ®·ÎÇÉÀ» ÇÏ¿µ ³öÁÖ¸Û ½É½Ç¼¼µ¿À¸·Õ ¹Ù²ã»ç ´Ù½Ã ½É½Çºó¸ÆÀ¸·Õ ¹Ù²ãÁá¼ö´Ù.",È¯ÀÚ ½ÅÀüµµ(EEG) Á¤»óÀÌ¶ó¿ì´Ù.,,
neutral,"ÀÀ±Þ½Ç¿¡»ç ±× »ç¸§ ½ÉÀå Á¤Áö °Þ¾î»ç, ¾ÆÆ®·ÎÇÉ ÁÖ»ç ÇÏ¿µ ¸Â¾Æ»ç ½É½Ç ¼¼µ¿À¸·Î ¹Ù²î¿©ºÎ³­, ±× µÚ¿£ ½É½Ç ºó¸ÆÀ¸·Î ¶Ç ¹Ù²î¿©ºÒ¾ú¼ö´Ù.",È¯ÀÚ ST »ó½Â ½É±Ù°æ»ö °Þ¾îºÎ·È¼ö´Ù.,,
entailment,"Æó±âÁ¾ÀÌ¶û °ñ´Ù°øÁõ ÀÖ¼ö´Ù, 1±â À¯¹æ¾Ï ¶«½Ã ¿À¸¥ÂÊ À¯¹æ ÀýÁ¦¼úÀÌ¶û ¾È¿Í ¸²ÇÁÀý Á¦°Å¼úÇÏ°í ¹æ»ç¼± Ä¡·á [2510]µµ ¹Þ¾Ñ¼ö´Ù, °ÇÃÊ¿°µµ ÀÖ¾û Èæ»öÁ¾À¸·Ð ÀýÁ¦¼úµµ ¹Þ¾Ñ¼ö´Ù, µð¹öÆ¼Å§¶óÁõµµ ÀÖ¼ö´Ù, ¸ÞÆ¼½Ç¸° ³»¼º È²»öÆ÷µµ¾Ë±Õ(MRSA) °¨¿°·Â ÀÖ´ø Àûµµ ÀÖ¼ö´Ù, ÆíµµÀýÁ¦¼úµµ Çß¼ö´Ù, ÀÚ±Ã°æºÎ¶û ÀÚ±Ã°­ ¼¼Ã´¼ú(D&C)µµ Çß¼ö´Ù, ´ëÀå³»½Ã°æ Çã¸Û ¿ëÁ¾ ³× °³ Á¦°ÅÇß¼ö´Ù.",¾Ï º´·Â ÀÖ¼ö´Ù.,,
contradiction,"Æó±âÁ¾ÀÌ¶û °ñ´Ù°øÁõ, 1±â À¯¹æ¾ÏÀ¸·Î ¿À¸¥Â¦ À¯¹æÀýÁ¦¼úÀÌ¶û ¾È¿Í¸²ÇÁÀý Á¦°Å¼ú Çã°í ¹æ»ç¼± Ä¡·á [**2510**] ¹Þ¾ð ³­ °ÇÃÊ¿°ÀÌ¶û Èæ»öÁ¾À¸·Ð ÀýÁ¦¼úµµ ¹Þ¾Ò¼ö´Ù, ´ëÀåµðºê·¹Æ¼Å§¶óÁõÇÏ°í MRSA °¨¿°·Â ÀÖ´ø °ú°Å·Â, ÆíµµÀýÁ¦¼ú, ÀÚ±Ã°æºÎ ¹× ÀÚ±Ã°­ Áø°æ¼úµµ ÀÖ¾ú¼ö´Ù, ´ëÀå³»½Ã°æ °ÅÃÄ 4°³ ¿ëÁ¾ Á¦°Åµµ Çß¼ö´Ù.",Æó ÁúÈ¯ º´·ÂÀº ¾ø¼ö´Ù.,,
neutral,"Æó±âÁ¾ÀÌ¶û °ñ´Ù°øÁõ, 1±â À¯¹æ¾Ï ¼ö¼ú ÈÄ ¿À¸¥ÂÊ À¯¹æÁ¾¾ç Á¦°Å Çã°í ¾È¿Í ¸²ÇÁÀý ÀýÁ¦¼úÀÌ¶û ¹æ»ç¼± Ä¡·á [2510], Á¡¾×³¶¿°, Èæ»öÁ¾ ÀýÁ¦¼ú ÈÄ, ´ëÀå¼ºÇüÁõ, ¸ÞÆ¼½Ç¸° ³»¼º È²»öÆ÷µµ¾Ë±Õ °¨¿°·Â, ÆíµµÀýÁ¦¼ú, ÀÚ±Ã°æºÎ¶û ÀÚ±Ã°­ »ìÆ÷¼ú, ´ëÀå³»½Ã°æÀ¸·Î ¿ëÁ¾ ³× °³ Á¦°Å Çå ÀÌ·Â ÀÕ¼ö´Ù.",Èí¿¬·Â °ú°Å»ç ÀÖ¼ö´Ù.,,
entailment,"±×ºÐÀº ¼ûÀÌ Á¶Å­ °ÅºÏÇã°î ¼û¼ö´Â ºÐ´ç ½º¹°³ÝÀÌ¾ú¼ö´Ù, »ê¼Ò ³× ¸®ÅÍ ¹ÞÀ¸¸Û »ê¼ÒÆ÷È­µµ´Â ±¸½ÊÀ° ÆÛ¼¾Æ®¿´¼ö´Ù.",±× ¿©ÀÎ ¼û ½¬´Â ¼Óµµ°¡ »¡¶óÁ³¼ö´Ù.,,
contradiction,"±× ¾ç¹ÝÀº ¼ûÀÌ È£²Ä Â÷°î ÀÖ¾úÁÖ°Ô, ¼û½¬´Â ¼ö´Â ½º¹°³ÝÀÌ¿´°í, ³× ¸®ÅÍ¿¡¼­ »ê¼ÒÆ÷È­µµ´Â ±¸½ÊÀ° ÆÛ¼¾Æ®¿´¼ö´Ù.",±× ¿©ÀÎ »ý¸íÂ¡ÈÄ¶û »ê¼ÒÆ÷È­µµ´Â Á¤»óÀÌ¶ó¿ì´Ù.,,
neutral,"±× °¢½Ã´Â ¼ûÀÌ È£²Ä °ÅºÏÇã¸Û ÀÖ¾ú°í, È£Èí¼ö´Â 24¿´°í, »ê¼Ò 4¸®ÅÍ¿¡¼± »ê¼ÒÆ÷È­µµ 96%¿´¼ö´Ù.",±× ¿©ÀÎÀº COPD ¾Î°í ÀÖ°í ´ã¹è ÇÇ¿î ÀÌ·Âµµ ÀÖ¼ö´Ù.,,
entailment,¿ä»çÀÌ º¯ºñ³ª ¿ÀÁÜ º¸´Â ½À°ü¿£ ´Þ¶óÁø °Å ¾÷¼ö´Ù.,È¯ÀÚ ¹èº¯ ½À°ü ¾ÈÁ¤µÇ¾ú¼ö´Ù.,,
contradiction,¿ä±Ù¿¡ ¶ËÀÌ³ª ¿ÀÁÜ ´©´Â ½À°ü¿¡ º¯È­°¡ ¾ø¼ö´Ù.,È¯ÀÚ »õ·Î ¼³»ç Áõ»ó °Þ°í ÀÖ¼ö´Ù.,,
neutral,¿ä»çÀÌ ¶ËÀÌ³ª ¿ÀÁÜ ´©´Â ¹ö¸©¿¡ ´Þ¶óÁø °Å ¾ø¼ö´Ù.,È¯ÀÚ ¿ä·Î°¨¿° ¾ø¼ö´Ù.,,
entailment,"CT/Ç÷°üÁ¶¿µ¼ú °á°ú º¸³­ ¿ÞÂÊ ÇÏºÎ Æó¿±¿¡ Æó·ÅÀÌ ³ªÅ¸³µ°í Æó»öÀüÁõÀº ¾ø¾ú¼ö´Ù, ¶Ç B Èú¶ó ¸²ÇÁÀýÀÌ 1cm·Î º¸¿´°í ½ÉÇÑ Æó±âÁ¾µµ È®ÀÎµÆ¼ö´Ù.",¿µ»ó °Ë»ç¿¡¼­ °¨¿°ÀÌ¶û COPD µÑ ´Ù È®ÀÎµÆ¼ö´Ù.,,
contradiction,"CT/Ç÷°üÁ¶¿µ¼ú °á°ú ºÁ½Å°Ô ¿ÞÂÊ ÇÏºÎ Æó¿°Àº ÀÖ°í, Æó»öÀüÁõÀº ¾ø¼ö´Ù, B Èú¶ó ¸²ÇÁÀý¿¡ 1¼¾Ä¡ Å©±â ¸²ÇÁÀýÀÌ ÀÌ½Ã¸Û, ½ÉÇã³­ Æó±âÁ¾µµ È®ÀÎµÇ¾ú¼ö´Ù.",È¯ÀÚ Æó ±â´É Á¤»óÀÌ¶ó¿ì´Ù.,,
neutral,"CT/Ç÷°üÁ¶¿µ¼ú °á°ú º¸¹Î ¿ÞÂÊ ÇÏºÎÆó¿±¿¡ Æó·ÅÀÌ È®ÀÎµÇ¸Û, Æó»öÀüÁõÀº È®ÀÎ ¾È µÇ¸Û, ¶Ç BÈú¶ó¸²ÇÁÀý¼­ 1¼¾Æ¼ Å©±â ¸²ÇÁÀýÀÌ ¹ß°ßµÇ¸Û ½ÉÇÑ Æó±âÁ¾µµ È®ÀÎµÇ¾ú¼ö´Ù.",Èí¿¬·Â °ú°Å»ç ÀÖ¼ö´Ù.,,
entailment,Æ¯È÷ ÀÌ È¯ÀÚ´Â ±Ù½Ã [**Hospital1 18**]¿¡¼­ ¹è¾ÎÀ½ ¶«½Ã ÀÔ¿ø Çå ÀûÀÌ ÀÕ¼ö´Ù [**1-6**].,º¹Åë·Â ÀÖ¼ö´Ù.,,
